14	432187.9
14	569346
14	694241
14	575726
28	901800
28	1514260
28	1013182
28	958300
42	1069000
42	1048000
42	1034000
42	653400
56	593900
56	680300
56	634700
56	568800
56	572900
56	634600
56	523000
56	337300
56	685400
63	497200
63	545900
63	689000
63	636700
63	435900
63	1264000
63	311000
63	879900
84	452100
84	754000
84	526700
84	678000
112	973000
112	814000
112	776000
112	529600
126	319500
126	462200
126	328600
126	270000
126	579500
140	507500
140	947900
140	461400
140	430800
140	399900
140	482100
168	462110
168	259220
168	344600
203	330100
203	287700
203	349200
203	287900
364	105700
364	180800
364	164500
