14	1646000
14	1937122
14	2367000
14	2497000
28	2534000
28	4900127
28	3100142
28	2211070
42	6693300
42	7099200
42	5847900
42	3748300
56	2583000
56	2995000
56	2815000
56	2876000
56	2919000
56	3182000
56	2303000
56	1552000
56	2899000
63	4325900
63	3119200
63	5707000
63	4289430
63	3140000
63	8372000
63	1844200
63	5370000
84	3433500
84	6376000
84	5937200
84	5759000
112	7944000
112	8096000
112	10293000
112	7126000
126	2970000
126	3553000
126	1682000
126	1692000
126	3634000
140	7906000
140	13074000
140	3715000
140	3036000
140	3468000
140	3554000
168	4606000
168	3281000
168	2881000
196	4185000
196	6441000
203	4940000
203	4475000
203	5482000
203	6229000
231	5170000
252	5532000
252	7967000
252	7294000
252	7312000
259	4725000
259	5017000
259	2602000
287	6325000
294	12570000
294	8737000
315	4572000
315	3588000
315	4191000
315	3038000
364	6575000
364	12012000
364	8003000
371	3871000
371	5346000
371	4409000
