14	246200
14	258122
14	330163
14	335839
28	404570
28	780994
28	489000
28	347830
42	690200
42	696500
42	492700
42	371700
56	301200
56	320100
56	327900
56	328700
56	309300
56	379500
56	295700
56	149900
56	389100
63	337540
63	278650
63	364100
63	406754
63	301600
63	788900
63	243340
63	432700
84	260200
84	478600
84	342360
84	454800
112	674000
112	620400
112	544700
112	471100
126	249400
126	287400
126	164700
126	149400
126	347200
140	517200
140	926700
140	253500
140	261700
140	267300
140	308600
168	583600
168	242500
168	319100
203	443000
203	307700
203	323900
203	396400
364	124820
364	155700
364	133200
