14	3620128
14	5430343
14	4640953
14	6211790
28	8440000
28	7594600
28	8259800
28	7460000
42	9660000
42	3040000
42	4460000
42	7420000
56	3791000
56	5307000
56	5190000
56	5590000
56	5330000
56	4391000
56	2889000
56	3237000
56	3215000
63	3350000
63	6340000
63	7130000
63	2787000
63	4770000
63	4545000
63	3462000
63	2745000
84	2772000
84	7920000
84	9060000
84	6300000
112	1377000
112	5210000
112	2686000
112	2678000
126	4051000
126	2427000
126	1939000
126	2517000
126	1908000
140	4030000
140	3640000
140	4795000
140	3211000
140	2960000
140	3394000
168	3926200
168	4806000
168	6019000
196	6199000
196	2643000
203	2920000
203	2710000
203	2470000
203	3080000
231	1847200
252	1520600
252	1806800
252	1483000
252	2050000
259	1808000
259	2705000
259	2984000
287	742500
294	1434000
294	2513000
315	827500
315	928000
315	926000
315	1250100
364	3240000
364	3870000
364	2006000
371	871500
371	767900
371	556800
