14	16050000
14	22620000
14	24400000
14	24520139
28	31950000
28	64808060
28	40200489
28	32738000
42	31356000
42	31397000
42	24499000
42	21359000
56	16560000
56	18580000
56	19380000
56	16930000
56	16560000
56	14910000
56	12820000
56	11390000
56	17760000
63	24021000
63	20521000
63	27890000
63	26869000
63	15440000
63	34160000
63	9742000
63	24170000
84	12380000
84	23640000
84	19272000
84	21350000
112	30880000
112	35810000
112	27970000
112	20230000
126	10290000
126	13070000
126	9010000
126	8550000
126	15310000
140	24150000
140	42060000
140	12510000
140	15530000
140	15830000
140	17220000
168	21880000
168	9686000
168	15410000
196	13200000
196	17268000
203	14290000
203	13860000
203	16380000
203	15110000
231	6239000
252	8249000
252	12269000
252	6720000
252	12170000
259	10430000
259	6213000
259	9810000
287	3865000
294	5079000
294	10090000
315	8400000
315	8460000
315	3635000
315	10455000
364	4247000
364	6120000
364	6700000
371	5953000
371	10147000
371	2840000
