14	857000
14	1440000
14	1070136
14	1310000
28	2311000
28	2073900
28	2221490
28	1799000
42	2410000
42	895000
42	1068000
42	2270000
56	889200
56	1230400
56	1008000
56	1301000
56	1081000
56	833200
56	521000
56	594500
56	587300
63	1311000
63	1756000
63	2139000
63	1240000
63	784700
63	796800
63	655500
63	484300
84	689000
84	1911000
84	1895000
84	1314000
112	226500
112	1093000
112	587000
112	667000
126	675000
126	429000
126	256300
126	450500
126	398500
140	997000
140	866000
140	828000
140	655400
140	397800
140	602400
168	840000
168	1124100
168	1838000
196	733300
196	371300
203	593000
203	7e+05
203	499000
203	452000
231	400700
252	128900
252	432100
252	284900
252	511700
259	383600
259	531900
259	637800
287	205900
294	348900
294	555700
315	183500
315	190400
315	184200
315	229600
364	804000
364	1013000
364	520000
371	253900
371	147350
371	21120
